id,workflow,task,quality,micro,failed_tags,query
intake_counterparty_issuer_profile_construction_repaired_023,Intake and Profiling,Counterparty / issuer profile construction,10,0.9,FP3,"Develop a reinsurance counterparty profile for Helio Re DAC using only the supplied context. Present Identity, Treaty Role, Financial Strength, Collateral, Regulatory Status, Ownership/Control, and Placement Blockers. Classify any placement blocker under the intake rule, cite visible material labels for blockers, mark missing ownership evidence, and do not bind or authorize reinsurance placement. Produce the reinsurance counterparty profile under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the reinsurance counterparty profile with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the reinsurance counterparty profile to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_missing_information_checklist_repaired_023,Intake and Profiling,Missing information checklist,10,0.9,FP3,"Write a privacy and data-sharing consent gap notice for Helena Brooks's advisory profile. Use only the provided context. Identify missing consents separately from completed profile fields, cite visible material labels, classify each consent gap under the advisory policy, specify what may not proceed until cured, and do not request unrelated KYC documents. Produce the privacy consent gap notice under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels. Open the privacy consent gap notice with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_counterparty_issuer_profile_construction_repaired_022,Intake and Profiling,Counterparty / issuer profile construction,10,0.8333333333333334,FP3,"Prepare a merchant acquirer counterparty profile for Pine Harbor Acquiring LLC using only the supplied context. Use a concise narrative plus a Profile Concerns list. Discuss sponsor bank relationship, underwriting controls, monitoring metrics, reserve policy, chargeback trends, ownership/control, and regulatory/adverse-media items. Calculate three-month chargeback count growth, test the reserve threshold for high-risk merchants, cite visible material labels for concerns, and do not state that merchants are approved. Produce the merchant acquirer counterparty profile under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the merchant acquirer counterparty profile with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_missing_information_checklist_repaired_028,Intake and Profiling,Missing information checklist,10,0.8333333333333334,FP3,"Score the Metroline HVAC Services Inc. loan intake readiness file. Use only the provided context. Create an internal readiness scorecard showing each required intake area as Complete, Blocker, or Follow-up, then calculate the number of complete areas out of eight. cite visible material labels, explain any blocker, assign cure owner and due date for blockers, and do not make a credit decision. Produce the internal readiness scorecard under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the internal readiness scorecard with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_service_scope_repaired_025,Intake and Profiling,Service scope explanation,10,0.8181818181818182,FP3,"Prepare a scope and evidence matrix for Vale River Partners. use only the provided materials. Rows must cover legal name, entity type, tax documentation, authority, beneficial ownership/control, and address evidence. For each row, state the evidence received, remaining gap, and intake boundary. Do not treat the conversion as a clerical change or confirm its legal effect. Produce the scope and evidence matrix under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the scope and evidence matrix with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_service_scope_repaired_014,Intake and Profiling,Service scope explanation,6,0.9166666666666666,QV2,"Build a what-we-can-and-cannot-do checklist for Martin Cho's profile update request. use only the provided materials. Separate the checklist into Can do now, Need from you, and Cannot decide at intake. Mention the stale profile date and the 2-business-day review timing. Do not say whether the leveraged ETF is suitable or accept the trade instruction. Produce the what-we-can-and-cannot-do checklist under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the what-we-can-and-cannot-do checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_counterparty_issuer_profile_construction_repaired_019,Intake and Profiling,Counterparty / issuer profile construction,6,0.9090909090909091,DB9,"Profile Moss River Dairy Cooperative for commodity hedging intake using only the supplied context. Summarize commodity exposure, hedge purpose, expected notional, collateral terms, financial capacity, operational contacts, and documentation gaps. Compute expected notional as a percentage of annual commodity purchases, flag Treasury review triggers and documentation gaps, cite visible material labels for concerns, and do not authorize hedge execution. Produce the commodity hedging counterparty profile under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the commodity hedging counterparty profile with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_kyc_onboarding_repaired_009,Intake and Profiling,KYC onboarding,4,0.8181818181818182,FP3;QV2,"Recommend whether Beacon Quarry Supply Co. should be released from KYC onboarding hold. Start with Release hold or Continue hold, map each prior blocker to the new evidence, state whether any new blocker remains, list residual follow-up items if any, and include the phrase ""release is not final account approval"". Produce the onboarding hold or release recommendation under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the onboarding hold or release recommendation with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_loan_application_repaired_021,Intake and Profiling,Loan application intake,3,0.8181818181818182,DB7;FP3,"Assemble a business-acquisition intake package checklist for Union Park Veterinary LLC. Use only the provided context and cite visible material labels. Separate acquisition-specific gaps from general borrower-document status, verify that the sources-and-uses schedule totals the requested amount, identify missing purchase-price allocation, valuation support, interim seller financials, and lease assignment evidence, and avoid any conclusion that the price is fair or credit is approved. Produce the business-acquisition intake package checklist under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the business-acquisition intake package checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_credit_due_diligence_repaired_014,Research and Due Diligence,Credit due diligence,10,0.9230769230769231,FP3,"Prepare a working-capital stress review for Pinegate Logistics LLC. In one compact table plus a final hold/proceed sentence, use only the documents, cite visible material labels, calculate over-90 receivable share, over-60 payable share, and DSCR, apply the 25% and 1.25x triggers, and list missing support for disputed receivables and cash-flow forecasting. Produce the working-capital stress review under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; for any stress, sensitivity, shock, downside, or scenario test, keep the assumption, horizon, source inputs, formula or comparison, and final result tied together; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the working-capital stress review with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_due_diligence_earnings_review_repaired_008,Research and Due Diligence,Earnings review,10,0.9230769230769231,FP3,"Write a run-rate bridge for Summit Learning Platforms. treat Apple the material labeled 10-q benchmark as benchmark/comparable context for scale only. Use only the provided documents, cite visible material labels for figures and management statements, and End with exactly three open questions. Calculate revenue growth, gross-margin basis-point change, EPS change in dollars, guidance midpoint, and sequential growth from the reported quarter to the midpoint. Decide whether guidance restores year-over-year growth or merely improves sequentially. Do not imply Apple validates Summit guidance. Produce the run-rate bridge under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the run-rate bridge with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_credit_due_diligence_repaired_001,Research and Due Diligence,Credit due diligence,10,0.9166666666666666,FP3,"Write a debt service capacity review note for Marble Falls Tooling LLC. Use only the provided documents and cite visible material labels for every material figure. Recalculate DSCR and funded-debt-to-EBITDA, compare each result with the policy triggers, classify repayment capacity as adequate, weak but potentially supportable, or not supportable, list missing follow-up evidence, and do not approve the credit request. Produce the debt service capacity review note under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; use only packet-supported category, status, classification, or risk-level labels; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the debt service capacity review note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_credit_due_diligence_repaired_009,Research and Due Diligence,Credit due diligence,10,0.9166666666666666,FP3,"Produce a borrowing-base diligence workpaper for Iron Vale Fabrication Inc. Show the recalculation in formula lines, then give a brief exception conclusion. use only the provided materials, cite visible material labels, compute eligible receivables, eligible inventory, and availability, compare requested advance with availability, and list documentation gaps that must be cleared before a line increase. Produce the borrowing-base diligence workpaper under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the borrowing-base diligence workpaper with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_due_diligence_earnings_review_repaired_019,Research and Due Diligence,Earnings review,10,0.9166666666666666,FP3,"Screen the IronGate Semiconductors Q&A for earnings-call escalation items. Use only the provided documents, cite visible material labels for figures and management statements, and Output a checklist with Topic, Evidence, Trigger met?, and Analyst follow-up. Calculate top-customer concentration, excess channel inventory versus the high end of the normal range, and any unquantified exposure. Escalate an item if concentration is at least 25%, inventory is more than 2 weeks above normal, or exposure is unquantified. Do not treat an escalation trigger as proof of misconduct. Produce the Q&A escalation screen under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; use only packet-supported category, status, classification, or risk-level labels; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the Q&A escalation screen with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the Q&A escalation screen to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_financial_statement_analysis_repaired_010,Research and Due Diligence,Financial statement analysis,10,0.9166666666666666,FP3,"Write a subscription revenue analytics memo for LumenWorks. Use sections for Growth Reconciliation, Cash Collection Signal, and Boundary. Use only the documents, cite visible material labels, compute the five growth measures in the analytics standard, decide whether the lower-upfront-collection flag is triggered, and avoid calling the payment-term change a revenue-recognition violation. Produce the subscription revenue analytics memo under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the subscription revenue analytics memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_due_diligence_investment_due_diligence_repaired_01,Research and Due Diligence,Investment due diligence,10,0.9166666666666666,FP3,"Prepare a thesis diligence note for HarborGrid Storage. Use only the supplied documents, cite visible material labels for material facts, and divide the note into Thesis, Supporting evidence, Contradictory or incomplete evidence, Scenario math, Gating assumptions, and Provisional view. Recalculate the enterprise value implied by the preferred equity stake, compare base/downside/upside EBITDA, and treat pending permits, missing consents, and the non-binding tax-credit buyer as unresolved diligence. Do not describe the investment as approved or guaranteed. Produce the investment thesis diligence note under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the investment thesis diligence note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_due_diligence_investment_due_diligence_repaired_02,Research and Due Diligence,Investment due diligence,10,0.9166666666666666,FP3,"Create a fund factsheet diligence checklist for North Pier Income Fund. Use a two-column table with Check and Finding, rely only on the supplied documents, and cite visible material labels in every finding. Cover yield, liquidity, leverage, concentration, non-accrual exposure, repurchase capacity, missing borrower information, and distribution language. Test the 31% debt level against the 35% covenant cap and the 7.2% available liquidity against the 6% repurchase threshold. If you annualize the 2.1% quarterly distribution rate, label it arithmetic annualized and avoid implying a guaranteed return or guaranteed repurchase. Produce the fund factsheet diligence checklist under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the fund factsheet diligence checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the fund factsheet diligence checklist with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_due_diligence_investment_due_diligence_repaired_11,Research and Due Diligence,Investment due diligence,10,0.9166666666666666,FP3,"Prepare a customer concentration diligence brief for Juniper Labs. Use only the supplied documents, cite visible material labels, and answer in four short sections: Current concentration, Renewal exposure, Pipeline caveat, Follow-up evidence. Calculate Customer A concentration and top-three customer concentration as percentages of 2025 revenue, compare them with the 25% and 50% thresholds, and state that the unsigned $5 million pipeline cannot offset concentration risk. Do not make a final investment recommendation. Produce the customer concentration diligence brief under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the customer concentration diligence brief with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_due_diligence_investment_due_diligence_repaired_21,Research and Due Diligence,Investment due diligence,10,0.9166666666666666,FP3,"Create a supply-chain diligence heat map for OakTrail Outdoor Equipment. Use only the provided documents and cite visible material labels. Format the heat map with Risk factor, Evidence, Severity, and Follow-up. Classify Supplier A concentration using the 40% threshold, classify safety-stock concerns using the 30-day threshold, cover contract renewal timing and price escalation, and avoid saying the supply chain is de-risked. Produce the supply-chain diligence heat map under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the supply-chain diligence heat map with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_credit_due_diligence_repaired_024,Research and Due Diligence,Credit due diligence,10,0.9090909090909091,FP3,"Write a franchise credit diligence note for Orchard Lane Franchise Group. End with three required follow-up items. Use only the documents with visible material labels citations, calculate DSCR, evaluate the missing-consent and same-store-sales triggers, state whether Franchise Credit review is required, and do not assume franchisor consent will be granted. Produce the franchise credit diligence note under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the franchise credit diligence note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_due_diligence_checklist_completion_repaired_020,Research and Due Diligence,Due diligence checklist completion,10,0.9090909090909091,FP3,"Complete the real estate title, survey, tax, and estoppel checklist for Riverside Cold Storage. cite visible material labels, assign Complete, Stale, Missing, Exception unresolved, or Threshold not met, apply the 18-month survey rule, do not treat estoppels as complete without supplied square-footage support for the 90% threshold, and list the owner for each unresolved item. Produce the real estate title survey tax checklist under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the real estate title survey tax checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_due_diligence_earnings_review_repaired_013,Research and Due Diligence,Earnings review,10,0.9090909090909091,FP3,"Prepare a segment performance review for Aster Commerce Group. use Apple the material labeled 10-q benchmark as a benchmark/comparable for product-services mix discipline but not for Aster segment definitions. Use only the provided documents, cite visible material labels for figures and management statements, and Create a table with Segment, current revenue, prior revenue, growth, and mix. Calculate total revenue growth, each segment growth rate, each segment current-quarter mix, gross-margin basis-point change, and EPS growth. Identify the segment that contributed most to growth. Mark any Apple metric that is not like-for-like as not comparable. Produce the segment performance review under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the segment performance review with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
