bench_id,workflow,task,sem_tags,task_pass_count,selection_score,query
tonight_hard_line_130,Risk and Compliance Review,Internal control review,DB7;DB9;EG1;EG2;QV2;QV6,5,12.858,"Prepare a model-change governance review note for ticket MRC-144. Use only the supplied documents. Calculate the VaR percentage impact for both back-testing days, compare each result with the 5% materiality trigger, conclude whether the change is material, list missing governance steps, and make a go/no-go decision for tonight's production deployment. Produce the model-change governance review note under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the model-change governance review note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the model-change governance review note to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_300,Risk and Compliance Review,Internal control review,DB7;DB9;EG1;EG2;QV2;QV6,5,12.858,"Prepare a credit-risk-rating override control assessment for CRR-208. Use only the supplied documents. Compare model rating with proposed final rating, count the grade movement, determine whether senior credit officer approval is required, test whether financial inputs are current within 90 days, and give an override-control conclusion. Produce the credit-risk-rating override control assessment under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the credit-risk-rating override control assessment with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the credit-risk-rating override control assessment to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_318,"Execution, Monitoring, Reporting, and Operations",Board / regulatory reporting,DB9;EG1;EG2;EG5;FP2;QV2,3,12.754,"Build a board risk dashboard for Cedar Income Fund for 2026-Q2. Use the required table columns, test each listed metric or evidence item against its limit or required status, label every row OK, Exception, or Evidence missing, identify any board action needed, cite visible material labels for the source values, and use only the provided materials. Produce the board risk dashboard under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the board risk dashboard with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_270,Risk and Compliance Review,Internal control review,DB9;EG1;EG2;QV2;QV5;QV6,5,12.747,"Write a cash-break suspense-account control review for item SA-554. Use only the supplied documents. Compute business-day aging from posting date to review date, compare the item with the two-day research and five-day clearing deadlines, identify missing support for the ACH explanation, and state whether Finance director escalation is required. Produce the cash-break suspense-account control review under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication. Open the cash-break suspense-account control review with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the cash-break suspense-account control review to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_212,Risk and Compliance Review,Stress testing,DB9;EG1;EG2;EG3;QV1;QV2,5,12.638,"Write a liquidity runoff stress memo for Cedar Gate Bank. Use sections titled Inputs, Net Need Calculation, Buffer Result, and Escalation. Calculate the 30-day stressed liquidity need after applying the runoff and funding-freeze assumptions, subtract the $74,000,000 immediately available liquidity stated in the context, identify whether a remaining gap exists, and cite the visible material labels used for the assumptions and liquidity figure. Produce the liquidity runoff stress memo under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the liquidity runoff stress memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the liquidity runoff stress memo with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_002,Decision and Structuring,Underwriting memo,DB4;DB9;EG1;EG2;QV2;QV7,3,12.592,"Draft a red-flag underwriting memo for NorthLoop data center. Calculate base and cost-overrun DSCR, flag single-offtaker concentration, identify the delayed grid interconnection study as open diligence, and provide one mitigant tied to escrowed sponsor equity. Use only the documents, cite sources, and do not infer that grid work is complete. Produce the data center project underwriting red-flag memo under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any stress, sensitivity, shock, downside, or scenario test, keep the assumption, horizon, source inputs, formula or comparison, and final result tied together; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the data center project underwriting red-flag memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the data center project underwriting red-flag memo with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_041,Risk and Compliance Review,Stress testing,DB9;EG1;EG2;EG3;QV1;QV2;QV6,5,12.579,"Build a CECL macro scenario workpaper. For each portfolio, calculate the macro overlay and scenario allowance, compare the total scenario allowance with the booked allowance in the context, quantify the excess or deficit, and identify whether Controller review is required before quarter-end close. Produce the CECL macro scenario workpaper under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the CECL macro scenario workpaper with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_356,Research and Due Diligence,Investment due diligence,DB4;DB5;DB6;DB9;EG1;EG2;QV2,1,12.547,"Produce a diligence closeout decision grid for Atlas Senior Living. Use only the supplied documents, cite visible material labels, and classify each closeout item as Closed, Open, Disputed, or Waiver required. Include audited financials, quality-of-earnings add-back dispute, facility license renewals, employee litigation schedule, insurance certificate, and lender consent. Calculate disputed add-back as a percentage of base-case EBITDA before the add-back, identify the missing licenses and pending lender consent as closing blockers, and do not state that diligence is complete while blockers remain. Produce the diligence closeout decision grid under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the diligence closeout decision grid with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_043,Intake and Profiling,Service scope explanation,DB4;DB7;DB9;EG1;EG2;FP4;QV2,3,11.893,"Write a short SMS-style update for Amara Fields. Use only the context. Keep it to no more than 60 words, list no more than two next actions, and avoid sensitive personal data, internal codes, and detailed screening references. Do not say the account is approved, active, or ready for trading. Produce the short client SMS-style update under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the short client SMS-style update with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_317,"Execution, Monitoring, Reporting, and Operations",Risk alert generation,DB9;EG1;EG2;QV2;QV5,4,11.806,"Create a model drift alert for the Short Horizon VaR Model. Use only the supplied documents, cite the back-test period and exception counts, calculate how many observed exceptions exceed the limit, state whether input completeness also failed, name the model risk review owner, and include the review due date. Produce the model drift alert under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the model drift alert with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the model drift alert with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_169,"Execution, Monitoring, Reporting, and Operations",Risk alert generation,DB7;DB9;EG1;EG2;QV2;QV5,4,11.774,"Write a regulatory filing deadline risk alert for Fund Complex A Form PF. Use only the supplied documents, cite the due date, current date, status, and service-level standard, calculate days until due, decide whether the deadline risk alert is required, name the owner and escalation recipient, and include the required action. Produce the regulatory filing deadline alert under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the regulatory filing deadline alert with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_360,Intake and Profiling,Client risk profiling,DB5;DB6;DB9;EG2;EG5;QV2,2,11.557,"Create a concise corrected-profile note for Mei Lin after she amended her questionnaire. Show which prior answers are superseded, recalculate the risk class using the amended answers only, preserve an audit trail of the old answers, and do not delete the contradiction history. Produce the corrected-profile amendment note under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the corrected-profile amendment note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the corrected-profile amendment note to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_232,Intake and Profiling,Missing information checklist,DB4;DB7;DB9;EG1;EG2;EG4;FP2;FP6;QV2;QV5,3,11.384,"Build a pre-submission missing field checklist for Northgate Robotics LLC. Use only the provided context. Present a table with Item, Evidence, Blocker or follow-up status, Owner, Due date rule, and Cure action. Separate true missing fields from optional preferences, cite visible material labels, mark pending screening as unresolved, and end with a one-sentence readiness gate. Do not say the account can be opened. Produce the pre-submission missing field checklist under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the pre-submission missing field checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the pre-submission missing field checklist with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_242,Risk and Compliance Review,Covenant check,DB6;DB9;EG2;QV2,3,10.919,"Create a negative covenant issue log entry for Mesa Verde Foods. Fill the fields Borrower, Covenant Tested, Evidence, Exception Amount, Escalation Owner, and Open Questions. Use visible material labels as evidence, determine whether the new seller note fits the permitted-debt basket, quantify the amount that appears outside the permitted basket, escalate any non-permitted debt to Credit Risk, and list questions that must be answered before final classification. Produce the negative covenant issue log entry under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels. Open the negative covenant issue log entry with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the negative covenant issue log entry with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_059,"Execution, Monitoring, Reporting, and Operations",Board / regulatory reporting,DB6;DB9;EG2;QV2,3,10.919,"Prepare a risk committee exception report for Orion Multi-Asset Trust. Include only exceptions or missing required evidence, exclude the non-exception log entries, calculate or state the breach amount or age for each included item, classify severity under the committee rule, assign the correct owner, and note whether Risk Committee review is required. Produce the risk committee exception report under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the risk committee exception report with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_279,"Execution, Monitoring, Reporting, and Operations",Reconciliation,DB7;DB9;EG2;EG5;QV2,3,10.904,"Issue a cash sweep reconciliation instruction for Vale Family Office Sweep. Verify the broker residual cash after the sweep instruction, compare the sweep instruction with the bank receipt, compute any receipt shortfall, apply the $100 support threshold, identify missing bank fee or rejection evidence, and recommend the instruction correction. Produce the cash sweep reconciliation instruction under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the cash sweep reconciliation instruction with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_315,"Execution, Monitoring, Reporting, and Operations",Reconciliation,DB7;DB9;EG2;EG5;QV2,3,10.904,"Write a materiality threshold disposition memo for Prairie SMA Cash Control. Calculate the absolute cash variance, compare it with the $25 immaterial-close threshold, incorporate the prior 30-day similar-break search, choose Open or Immaterial close, and state whether an approved write-off memo is required before closure. Produce the materiality threshold disposition memo under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome. Open the materiality threshold disposition memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the materiality threshold disposition memo to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_185,"Execution, Monitoring, Reporting, and Operations",Remediation tracking,DB4;DB6;DB9;EG2;QV2,1,10.896,"Prepare an audit finding remediation triage note for IA-26-014. Calculate days past due, classify the current status using only the allowed RG-7 status labels, decide whether steering committee escalation is required, cite visible material labels for each status driver, and list the missing evidence and next owner action. Do not mark the finding Closed. Produce the audit finding remediation triage note under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the audit finding remediation triage note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the audit finding remediation triage note to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_307,Research and Due Diligence,Financial statement analysis,DB9;EG1;EG2;QV2;QV6,3,10.89,"Draft a one-page audit committee financial risk brief for Evergreen Robotics. Start with Attention required or Monitor only. Use only the context, cite visible material labels, cover the six topics in the brief standard, calculate the five required metrics, apply the three-or-more escalation rule, and separate management explanations from the financial risk indicators. Produce the audit committee financial risk brief under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the audit committee financial risk brief with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the audit committee financial risk brief with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_142,Research and Due Diligence,Industry and market research,DB6;DB7;DB9;EG2;QV2,3,10.887,"Draft a substitution risk memo for FiberNest. Quantify the plastic-share and molded-fiber-share changes, apply the the material labeled risk memo instruction material-tailwind classification, explain the relevance of the 72% revenue exposure, flag missing switching-cost evidence, and keep the conclusion limited to market substitution rather than company approval. Produce the substitution risk memo under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; use only packet-supported category, status, classification, or risk-level labels; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the substitution risk memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the substitution risk memo with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_117,Risk and Compliance Review,Covenant check,DB6;DB7;DB9;EG2;QV2;QV6,3,10.828,"Complete a permitted acquisition covenant checklist for AltaMed Supplies. Test purchase price, default status, pro forma leverage, and delivery of pro forma covenant calculations. Show the pro forma leverage calculation, compare it with the 3.75x limit, mark each condition Pass, Fail, or Missing evidence, cite visible material labels, and answer whether the acquisition can be treated as permitted for signing tomorrow. Produce the permitted acquisition covenant checklist under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the permitted acquisition covenant checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the permitted acquisition covenant checklist with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_026,Research and Due Diligence,Industry and market research,DB4;DB7;DB9;EG2;EG3;QV2,3,10.798,"Cross-check HarborVet management TAM against the bottom-up clinic data. Compute bottom-up TAM, compare it with the $9.5B management claim, decide whether the the material labeled credit approval boundary reconciliation flag is triggered, identify the undefined module and segment scope, cite visible material labels, and avoid accepting management TAM at face value if the flag triggers. Produce the market evidence cross-check under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the market evidence cross-check with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_155,Decision and Structuring,Trade order ticket preparation,DB7;DB9;EG2;EG5;FP2;QV2,3,10.737,"Prepare the limit order entry ticket for HarborTech Systems and decide whether it can be released. Present a two-column table of ticket field and value, compute the maximum gross cash outlay from quantity times limit price, compare it with available buying power, state whether the buy limit is marketable against the ask, cite the source document for each computed or decision field, and label the order solicited. Produce the limit order entry ticket under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the limit order entry ticket with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the limit order entry ticket to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_055,Decision and Structuring,Loan approval package,DB7;DB9;EG1;EG2;EG5;FP3;QV2,1,10.688,"Create a missing-evidence cure plan for Brightline Dental Partners. Use only the three documents. Present exactly four rows, one for each missing or stale item, with columns Item, Evidence Problem, Approval Impact, Owner, Cure Due Date, and Submit-before-cure Decision. Apply the 60-day and 45-day staleness tests against the 2026-06-30 closing date, state which items block committee submission, and mark which items may instead become conditions precedent. Produce the missing-evidence cure plan under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome. Open the missing-evidence cure plan with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the missing-evidence cure plan to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
