bench_id,workflow,task,sem_tags,query
tonight_hard_line_076,Intake and Profiling,Loan application intake,DB4;DB7;DB9;EG1;EG2;EG5;QV2;RC4,"Draft a stale-financials intake hold note for Northlake Fitness LLC. Use only the provided context and cite visible material labels. Apply the 120-day financial-statement rule, state whether DSCR can be computed from the packet, identify leasehold-improvement evidence still missing, and list the exact items needed to clear the hold. Do not estimate EBITDA or approve credit. Produce the stale-financials intake hold note under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the stale-financials intake hold note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_087,Intake and Profiling,Loan application intake,DB4;DB9;EG1;EG2;EG5;QV2,"Draft a collateral intake completeness note for Canyon Tooling LLC. Use only the provided context, cite visible material labels for each factual point, and separate documented collateral from borrower-stated collateral. Calculate preliminary documented collateral coverage under the policy, flag collateral gaps caused by missing valuation, missing serial numbers, missing UCC search, or prior liens, and end with the evidence needed before credit review. Do not assign a final collateral value or approve credit. Produce the collateral intake completeness note under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the collateral intake completeness note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the collateral intake completeness note with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_128,Intake and Profiling,Loan application intake,DB2;DB4;DB7;DB9;EG1;EG2;FP1;QV2,"Prepare an SBA-style Form 1919 readiness memo for Elm Harbor Childcare LLC. Use only the provided context and cite visible material labels for each readiness finding. Organize the memo into complete fields, defects blocking lender submission, voluntary items that should not be treated as defects, and borrower follow-up. Decide whether the form package is ready for lender submission under the readiness standard, but do not recommend approval. Produce the SBA-style Form 1919 readiness memo under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the SBA-style Form 1919 readiness memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_201,Intake and Profiling,Loan application intake,DB1;DB4;DB7;DB9;EG1;EG2;EG5;QV2,"Prepare a proceed-to-underwriting readiness memo for Meridian Cold Storage LLC. Use only the provided context and cite visible material labels for the readiness factors. State whether the file goes to standard underwriting, Credit Review, or intake hold; compute DSCR; explain whether interim financials are required under the 120-day rule; and do not approve or decline the loan. Produce the proceed-to-underwriting readiness memo under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the proceed-to-underwriting readiness memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_330,Intake and Profiling,Loan application intake,DB4;DB9;EG1;EG2;EG5;QV2,"Prepare a commercial real estate intake package gap list for Ironwood Flats LLC. Use only the provided context and cite visible material labels. Separate borrower-identity items from property/collateral items, identify CRE-specific missing or stale documents, and state the corrected project-address requirement. Do not provide a property valuation conclusion or credit approval. Produce the commercial real estate intake package gap list under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the commercial real estate intake package gap list with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the commercial real estate intake package gap list to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_332,Intake and Profiling,Loan application intake,DB4;DB7;DB9;EG1;EG2;QV2,"Prepare an inventory collateral intake review for Vista Outdoor Goods LLC. Use only the provided context and cite visible material labels. Compute preliminary eligible documented inventory and 50 percent advance support using the policy, compare it with the requested amount, identify missing inventory aging, valuation, location, lien, and insurance evidence, and do not set a borrowing base or approve credit. Produce the inventory collateral intake review under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the inventory collateral intake review with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the inventory collateral intake review with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_092,Intake and Profiling,Missing information checklist,DB4;DB6;DB9;EG1;EG2;EG5;QV2,"Send an internal use-of-proceeds evidence request for Canyon Dental Lab LLC. Use only the provided context. Reconcile each requested use category to evidence received, identify unsupported amounts, classify unsupported items under the loan intake policy, cite visible material labels, assign an owner for each cure, and do not make an underwriting recommendation. Produce the use-of-proceeds evidence request under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the use-of-proceeds evidence request with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the use-of-proceeds evidence request with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_157,Intake and Profiling,Missing information checklist,DB4;DB9;EG1;EG2;EG5;FP3;QV2,"Write an authorization gap notice for the Willow Hart joint advisory file. Use only the provided context. Format the notice as exactly four bullets: Missing authorization, Evidence conflict, Client follow-up, and Internal hold. Explain which signatures or authority evidence are absent, cite visible material labels, identify blocker versus non-blocker items, and avoid recommending any investment action while the authority gap remains. Produce the authorization gap notice under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the authorization gap notice with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the authorization gap notice with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_232,Intake and Profiling,Missing information checklist,DB4;DB7;DB9;EG1;EG2;EG4;FP2;FP6;QV2;QV5,"Build a pre-submission missing field checklist for Northgate Robotics LLC. Use only the provided context. Present a table with Item, Evidence, Blocker or follow-up status, Owner, Due date rule, and Cure action. Separate true missing fields from optional preferences, cite visible material labels, mark pending screening as unresolved, and end with a one-sentence readiness gate. Do not say the account can be opened. Produce the pre-submission missing field checklist under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the pre-submission missing field checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the pre-submission missing field checklist with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_321,Intake and Profiling,Missing information checklist,DB1;DB7;DB9;EG1;EG2;EG4;FP6,"Prepare a screening pending hold note for Vista Harbor Charitable Trust. Use only the provided context. Start with the hold reason, then list unresolved screening or trust-document gaps with evidence, owner, and next action. Explain why pending OFAC status and unresolved PEP mismatch cannot be treated as complete, cite visible material labels, and include the SEC source-tool status caveat if you rely on it. Produce the screening pending hold note under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome. Open the screening pending hold note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_035,Research and Due Diligence,Background screening,DB2;DB7;DB8;DB9;EG1;EG2;EG5;FP1,"Prepare a screening committee pre-read for Ironwood Learning Platforms. Use four headings: Decision question, Key facts, Open questions, and Recommended committee action. Cite facts by visible material labels, state whether the advisory council role creates PEP sensitivity, and recommend either schedule investment committee, schedule with condition, or defer. Produce the screening committee pre-read under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet. Open the screening committee pre-read with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the screening committee pre-read to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_066,Research and Due Diligence,Background screening,DB4;DB7;DB9;EG1;EG2;QV2,"Complete a role-level background clearance table for Slateford Consumer Lending. Assign Clear, Review, or Escalate to every scoped subject, include a one-sentence rationale and visible material label citations for each status, flag whether the nonprofit authority role requires Compliance review, and do not treat former-employer issues as individual findings. Produce the role-level background clearance table under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the role-level background clearance table with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_083,Research and Due Diligence,Background screening,DB6;DB9;EG1;EG2;EG5;QV2,"Draft an adverse media triage note for Riverton Solar Storage. Classify each media item as High, Medium, Low, or Insufficient-source, count the items in each class, cite visible material labels beside each item, and end with whether Compliance escalation is needed now or only after follow-up evidence. Keep allegations separate from confirmed facts. Produce the adverse media triage note under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; use only packet-supported category, status, classification, or risk-level labels. Open the adverse media triage note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_104,Research and Due Diligence,Background screening,DB2;DB6;DB9;EG1;EG2;EG5;QV2,"Write a regulatory event severity note for Keystone Orchard Foods. Classify each regulatory event under the four labels, compare the monetary penalty with the USD 100,000 threshold, separate open inquiries from findings, cite visible material labels, and give a current-severity conclusion that does not overstate older closed events. Produce the regulatory event severity note under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; use only packet-supported category, status, classification, or risk-level labels. Open the regulatory event severity note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_115,Research and Due Diligence,Background screening,DB9;EG1;EG2;EG5;QV2;QV4,"Fill out an adverse-media escalation threshold checklist for Fjordline Apparel. Test the complaint-count, Compliance-hit, and pending-litigation thresholds separately; show the numeric comparison for each applicable threshold; cite the source data; and recommend which team, if any, receives escalation. Do not escalate to Compliance based only on late-payment media. Produce the adverse-media escalation threshold checklist under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the adverse-media escalation threshold checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the adverse-media escalation threshold checklist to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_335,Research and Due Diligence,Background screening,DB7;DB9;EG1;EG2;EG4;EG5;QV5,"Create a negative-news chronology for Vantage Loop Packaging. List the items oldest to newest, mark each as Closed context, Management position, or Open, cite visible material labels, identify the current open item, and name the evidence needed to close it. Do not treat the company update as proof of court dismissal. Produce the negative-news chronology under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication. Open the negative-news chronology with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the negative-news chronology to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_070,Research and Due Diligence,Credit due diligence,DB2;DB6;DB9;EG2;QV2,"Complete a lien and title evidence checklist for Canyon Ridge Dental Properties. Use the status labels clear, exception, missing, or not applicable. Base the answer only on the documents, cite visible material labels, calculate LTV, identify whether a collateral hold is required, and specify the evidence needed to clear title, lien, environmental, insurance, lease, and tax items. Produce the lien and title evidence checklist under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the lien and title evidence checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the lien and title evidence checklist to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_086,Research and Due Diligence,Credit due diligence,DB9;EG1;EG2;EG3;FP3;QV2,"Write a credit report exception summary for Summit Home Care Services LLC. Use a numbered list with no more than five exceptions. Use only the provided records, cite visible material labels, identify unresolved liens and delinquent trade lines, decide whether the file should be held for borrower explanation, and do not treat unsupported borrower explanations as verified facts. Produce the credit report exception summary under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared. Open the credit report exception summary with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_302,Research and Due Diligence,Credit due diligence,DB9;EG1;EG2;QV2,"Assemble a covenant diligence input pack for Redwood Patio Products Co. Output a table with covenant, source evidence, current test result, exception status, and follow-up evidence. Use only the context, cite visible material labels, calculate funded-debt-to-EBITDA, test the liquidity covenant, identify any covenant already out of compliance, and include delivery timing requirements for reporting covenants. Produce the covenant diligence input pack under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared. Open the covenant diligence input pack with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the covenant diligence input pack with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_353,Research and Due Diligence,Credit due diligence,DB9;EG1;EG2;QV2;QV4;QV5,"Draft a childcare borrower credit diligence snapshot for Willow Creek Childcare LLC. Keep it under 180 words. Use only the context and cite visible material labels, calculate occupancy and DSCR, apply the 80% occupancy and 1.20x DSCR hold triggers, and list license-renewal or receivables evidence still missing. Produce the childcare borrower credit diligence snapshot under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the childcare borrower credit diligence snapshot with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_080,Research and Due Diligence,Due diligence checklist completion,DB9;EG2;QV2,"Complete the fund manager operational due diligence checklist for Northstar Private Income Fund. cite visible material labels, assign Complete, Policy refresh, Missing, Partial, or Annual test stale to each requirement, apply the 18-month valuation-policy and 12-month continuity-test timing rules, identify committee escalation items, and list follow-up questions for partial cybersecurity evidence. Produce the fund manager operational due diligence checklist under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the fund manager operational due diligence checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the fund manager operational due diligence checklist to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_112,Research and Due Diligence,Earnings review,DB4;DB8;DB9;EG1;EG2;QV2;QV5,"Create a KPI surprise table for PrairieBank Digital. include Apple material labeled suitability rule card as a benchmark/comparable row only for revenue growth, gross-margin movement, and EPS growth. Use only the provided documents, cite visible material labels for figures and management statements, and Include columns for KPI, actual, consensus, surprise, prior year, year-over-year change, and source. Calculate surprises for revenue, active accounts, net revenue retention, gross margin, and EPS. Mark Apple fields as not applicable where the material labeled suitability rule card lacks the matching KPI. Do not compare PrairieBank active accounts with Apple net sales. Produce the KPI surprise table under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the KPI surprise table with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the KPI surprise table with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_247,Research and Due Diligence,Earnings review,DB4;DB9;EG1;EG2;EG5;FP3;QV2;QV6,"Make a margin recovery check for Atlas Food Logistics. include Apple material labeled geography screening file only as a high-level benchmark/comparable for profitability scale. Use only the provided documents, cite visible material labels for figures and management statements, and List exactly two evidence-backed positives and two evidence-backed cautions. Calculate revenue growth, gross-margin change in basis points, EPS growth, and the net basis-point impact of the three stated drivers. Judge whether the driver total supports the reported margin recovery. Mark any unsupported explanation as missing evidence. Produce the margin recovery check under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the margin recovery check with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the margin recovery check with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_344,Research and Due Diligence,Earnings review,DB9;EG1;EG2;QV2;QV6;RC2,"Prepare a one-time item normalization note for Juniper Retail Systems. Use only the provided documents, cite visible material labels for figures and management statements, and Show a mini-table with Reported operating income, restructuring add-back, lease-gain deduction, normalized operating income, and prior-year operating income. Calculate reported operating-income growth, normalized operating-income growth, and EPS growth. Label the restructuring charge and lease gain as non-recurring only for this exercise. Keep reported and normalized figures separate and do not call adjusted operating income GAAP. Produce the one-time item normalization note under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the one-time item normalization note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
