id,workflow,task,quality,micro,failed_tags,priority_tags,selection_score,query
risk_compliance_internal_control_review_repaired_019,Risk and Compliance Review,Internal control review,3,0.777778,DB7;EG2,DB7,8.744,"Draft a trading-limit breach control memo for the Rates Desk on 2026-06-05. use only the provided materials documents. Identify the first breach time, compare net DV01 with the $85,000 limit, evaluate whether temporary approval was obtained before the breach, test whether logging occurred within one hour, and state the required end-of-day escalation decision. Produce the trading-limit breach control memo under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome. Open the trading-limit breach control memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_underwriting_memo_repaired_008,Decision and Structuring,Underwriting memo,3,0.75,DB7;EG2,DB7,8.675,"Turn the Northgate Retail Center file into a tenant-risk underwriting note. Present a compact matrix with metric, source value, policy test, result, and required action. Calculate LTV and DSCR, test the anchor-tenant concentration and lease-maturity issue, separate the unsigned renewal letter from actual mitigating evidence, and give a waiver-or-restructure recommendation with document citations. Produce the retail center tenant-risk underwriting note under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the retail center tenant-risk underwriting note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the retail center tenant-risk underwriting note with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
risk_aml_red_flag_review_repaired_027,Risk and Compliance Review,AML red-flag review,3,0.75,DB7;EG2,DB7,8.675,"Write a beneficial-ownership anomaly memo for AML-RF-027. Identify ownership and control inconsistencies, distinguish registry evidence from the firm certification, cite the wire-instruction issue, request updated beneficial ownership evidence, decide whether account activity should be restricted pending documentation, and avoid treating Role H as verified beneficial owner. Produce the beneficial-ownership anomaly memo under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the beneficial-ownership anomaly memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the beneficial-ownership anomaly memo to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_client_risk_profiling_repaired_014,Intake and Profiling,Client risk profiling,3,0.857143,EG2;QV2,QV2,7.943,"Summarize Theo Martins' profile in JSON for an intake system handoff. Return exactly the keys client_id, risk_class, score_total, override_flags, missing_fields, and reviewer_boundary; compute the score, populate override_flags from policy triggers, and put unknown facts as null rather than guessing. Produce the structured JSON profile handoff under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the structured JSON profile handoff with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
risk_disclosure_review_repaired_008,Risk and Compliance Review,Risk disclosure review,3,0.846154,DB9;EG2,DB9,7.915,"Prepare a plain-English disclosure revision memo for PrairieGen Biofuels Inc. Use only the provided documents and cite visible material labels. Provide exactly three parts: Problems in Current Draft, Revised Subcaption, and Revised Risk Factor. The revised risk factor must be no more than 180 words, preserve the company-specific facts, explain how the risk affects the issuer or securities, use plain English with active voice, and avoid treating an already occurred or currently present exposure as purely hypothetical. Produce the plain-English disclosure revision memo under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the plain-English disclosure revision memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_investment_memo_001,Decision and Structuring,Investment memo,3,0.846154,DB9;EG2,DB9,7.915,"Prepare an initiate-position investment committee memo for Orchard Robotics. Start with a one-sentence decision of Initiate, Defer, or Decline. Use only the provided documents, cite visible material labels for material claims, compare the proposed 2.0% weight with the 3.0% new-position limit, separate facts from analyst assumptions, cover valuation and the listed risks, and avoid guaranteed-return language. Produce the initiate-position investment committee memo under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the initiate-position investment committee memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_due_diligence_earnings_review_repaired_002,Research and Due Diligence,Earnings review,3,0.846154,EG2;QV2,QV2,7.915,"Prepare an earnings-driver memo for Meridian Audio Devices. use Apple the material labeled 10-q benchmark only as a product-versus-services comparable. Use only the provided documents, cite visible material labels for figures and management statements, and Present a two-column table with Reported movement and Driver evidence, then add short paragraphs for Apple comparable read-across and Risks. Calculate total revenue growth, hardware growth, subscription support growth, gross-margin basis-point change, and EPS growth. Flag whether service mix helped margins while revenue declined. Avoid making an investment recommendation or treating Apple as Meridian evidence. Produce the earnings-driver memo under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the earnings-driver memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_due_diligence_earnings_review_repaired_017,Research and Due Diligence,Earnings review,3,0.846154,DB9;EG2,DB9,7.915,"Extract a management Q&A risk log for Delta Freight Automation. Use only the provided documents, cite visible material labels for figures and management statements, and Create fields for Question topic, Management answer, Risk category, Severity, and Follow-up question. Calculate no arithmetic; instead identify delayed revenue, constrained supply, and fixed pricing exposure from the Q&A evidence. Classify each answer as demand risk, supply risk, margin risk, guidance risk, or not a risk, and mark severity high only if the answer describes delayed revenue, constrained supply, or fixed pricing exposure. Separate direct management statements from analyst conclusions and do not add risks that were not discussed. Produce the management Q&A risk log under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the management Q&A risk log with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_counterparty_issuer_profile_construction_repaired_004,Intake and Profiling,Counterparty / issuer profile construction,3,0.833333,DB9;EG2,DB9,7.883,"Update the issuer profile for Meridian Home Health Corp. based on the new adverse-media intake. Use only the provided documents. Use sections titled Prior Profile, New Adverse-Media Item, Fact Status, Missing Follow-Up Evidence, and Profile Impact. cite visible material labels, distinguish allegations from confirmed regulatory action, preserve the SEC staff-source caveat if you rely on the material labeled aml tool broker-dealers, choose no change, watchlist update, or escalation review, and do not call the allegation proven misconduct. Produce the adverse-media profile update under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the adverse-media profile update with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_client_risk_profiling_repaired_013,Intake and Profiling,Client risk profiling,3,0.818182,DB9;EG2,DB9,7.845,"Make a profile refresh triage card for Grace Wu after her divorce notice. Use the firm's Red/Amber/Green labels, include the due date for refresh outreach, identify which existing profile facts may still be used for account servicing, and keep the card under 180 words. Produce the profile refresh triage card under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the profile refresh triage card with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the profile refresh triage card with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_credit_due_diligence_repaired_025,Research and Due Diligence,Credit due diligence,3,0.818182,EG2;QV2,QV2,7.845,"Prepare a credit sensitivity diligence view for Horizon Specialty Chemicals. Label the stress case as borrower-provided unless independently verified. Use only the supplied documents, cite visible material labels, calculate base DSCR, stressed EBITDA, stressed DSCR, and funded-debt-to-EBITDA, compare stressed DSCR and leverage with policy triggers, and state whether Credit Risk escalation is required. Produce the credit sensitivity diligence view under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the credit sensitivity diligence view with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the credit sensitivity diligence view to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_due_diligence_earnings_review_repaired_024,Research and Due Diligence,Earnings review,3,0.818182,EG2;QV2,QV2,7.845,"Prepare a working-capital cash note for Nova Pet Nutrition. Use only the provided documents, cite visible material labels for figures and management statements, and Present exactly three takeaways in order of importance. Calculate net-income growth, operating cash flow conversion, free cash flow, revenue growth, and inventory decline as a percentage of revenue. Decide whether the quarter shows cash conversion improvement and identify the main working-capital source of cash. Avoid projecting future inventory levels beyond the context. Produce the working-capital cash note under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the working-capital cash note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the working-capital cash note to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_underwriting_memo_repaired_012,Decision and Structuring,Underwriting memo,3,0.8,EG2;QV2,QV2,7.8,"Produce a solar equipment underwriting sensitivity note for BrightFarm. Show base-case and stress-case benefit coverage of the lease payment, verify advance rate and useful-life cushion, distinguish binding evidence from preliminary tax-credit support, and recommend whether Credit Risk escalation is needed. cite visible material labels and avoid treating tax credits as already received. Produce the solar equipment underwriting sensitivity note under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the solar equipment underwriting sensitivity note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_due_diligence_earnings_review_repaired_022,Research and Due Diligence,Earnings review,3,0.8,EG2;QV2,QV2,7.8,"Create a quality-of-earnings adjustment screen for Lumen Specialty Clinics. Use only the provided documents, cite visible material labels for figures and management statements, and Separate accepted adjustments, rejected adjustments, and open items. Calculate revenue growth, gross-margin basis-point change, reported EBITDA growth, and adjusted EBITDA after only the quantified add-backs. Accept only quantified add-backs and reject unquantified revenue synergy claims. State that the screen is not a full audit opinion. Produce the quality-of-earnings adjustment screen under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the quality-of-earnings adjustment screen with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_capital_structure_financing_proposal_002,Decision and Structuring,Capital structure / financing proposal,3,0.777778,EG2;QV2,QV2,7.744,"Draft a refinancing recommendation note for Lumen Forge Components. Rank Quote A, Quote B, and Quote C from most to least workable, and explain whether the springing maturity risk is cured under each path. Use only the provided documents and cite visible material labels. Recalculate pro forma debt/EBITDA and annual cash interest after each quote, compare each leverage result with its quoted covenant level, identify sponsor-equity or fee drawbacks, and avoid describing any quote as binding. Produce the refinancing recommendation note under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the refinancing recommendation note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the refinancing recommendation note to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_investment_memo_019,Decision and Structuring,Investment memo,3,0.777778,EG2;QV2,QV2,7.744,"Prepare a model inclusion memo for Global Quality Fund. Provide a Pass/Include/Defer decision; compare the fund with the current model fund on active share, fee, and five-year excess return; test tracking error against the 5.0% budget and fee against the 0.80% review threshold; cover capacity and model role; and keep the memo under 250 words. Produce the model inclusion memo under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the model inclusion memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_reconciliation_repaired_011,"Execution, Monitoring, Reporting, and Operations",Reconciliation,3,0.777778,EG2;QV2,QV2,7.744,"Fill out a trade blotter versus settlement exception grid for Bayview Growth Strategy. Separately compare quantity, trade date, settlement date, and net proceeds; compute the net-money variance; apply the non-zero quantity, date-mismatch, and $50 money tolerances; and write the broker follow-up needed for every open exception. Produce the trade blotter versus settlement exception grid under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the trade blotter versus settlement exception grid with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_remediation_tracking_repaired_022,"Execution, Monitoring, Reporting, and Operations",Remediation tracking,3,0.777778,DB9;EG2,DB9,7.744,"Create a cross-finding dependency map for CF-1 through CF-3. Group findings that share the same dependency, show each action owner and dependency owner, mark missing target dates as missing, and identify the coordinated follow-up needed for shared dependencies. Produce the cross-finding dependency map under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the cross-finding dependency map with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the cross-finding dependency map with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_financial_statement_analysis_repaired_022,Research and Due Diligence,Financial statement analysis,3,0.777778,EG2;QV2,QV2,7.744,"Write a capex intensity trend review for Canyon Fiber Networks. Use a three-year metric table and a brief conclusion. Use only the supplied documents, cite visible material labels, compute capex-to-revenue, operating cash flow coverage of capex, and free cash flow for each year, apply the sustained-negative-FCF and rising-intensity flags, and label the 2025 capex statement as management outlook. Produce the capex intensity trend review under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the capex intensity trend review with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
risk_aml_red_flag_review_repaired_003,Risk and Compliance Review,AML red-flag review,3,0.777778,EG2;QV2,QV2,7.744,"Prepare a sanctions-similarity disposition for AML-RF-003. State whether the current evidence supports true hit, false positive, or unresolved match; cite each matching and non-matching identifier; identify missing KYC evidence; recommend the next action; and avoid calling the prospect a sanctioned party unless the documents establish that status. Produce the sanctions similarity disposition under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the sanctions similarity disposition with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_board_regulatory_reporting_repaired_010,"Execution, Monitoring, Reporting, and Operations",Board / regulatory reporting,3,0.75,DB9;EG2,DB9,7.675,"Draft a regulator-facing narrative update for Oak Harbor Fund Complex. Use a neutral tone, separate completed actions, delayed items, and exceptions, include expected completion dates for open items, identify the evidence status for each topic, and do not state that derivatives schedule automation is complete. Produce the regulatory narrative update under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome. Open the regulatory narrative update with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the regulatory narrative update with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_month_end_close_financial_reporting_support_repaired_18,"Execution, Monitoring, Reporting, and Operations",Month-end close / financial reporting support,3,0.75,EG2;QV2,QV2,7.675,"Create a bank reconciliation stale-item report for Riverbend at May 2026 close. Use only the provided documents, cite visible material labels, list each reconciling item, identify items older than 60 days, propose entries for unrecorded bank activity, note reviewer sign-off status, and state which items are close blockers requiring Treasury follow-up. Produce the bank reconciliation stale-item report under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication. Open the bank reconciliation stale-item report with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_client_risk_profiling_repaired_018,Intake and Profiling,Client risk profiling,3,0.75,EG2;QV2,QV2,7.675,"Prepare an escalation ticket for a risk-profile override request on Isaac Brown. Include the base score, the requested override, the policy reason escalation is required, the documents Compliance should review, and a boundary statement that the ticket is not an approval. Produce the risk-profile override escalation ticket under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the risk-profile override escalation ticket with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the risk-profile override escalation ticket with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
