item_id,workflow,task,if_score,quality_raw,failed_tags,eg2_only,query_explicit,full_prompt_explicit,constraint_present,eg2_constraint,judge_reason,response_excerpt
tonight_hard_line_107,Decision and Structuring,Investment memo,0.875,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**IPS Compatibility Memo: Evergreen Secondary Fund for Harbor Family Trust**

## Decision and compliance posture

**Include / Exclude / Escalate selection: Escalate for IPS Exception.**

Evergreen Secondary Fund should **not** be treated as IPS-compatible or included as a cleared recommendation in a final investment memo under the current packet. The proposed **3.00%** commitment would raise Harbor Family Trust’s illiquid allocation from **10.50%** to **13.50%**, exceeding the IPS maximum of **12.00%** by **1.50 percentage points**. The packet also shows **no client approval for IPS exceptions on file** [closure rule].

The fund may be discussed only as a **pending IPS-exception item** until the required exception approval, leverage-language interpretation, and liquidity funding analysis are completed.

## Active evidence and client-specific constraints

| Item | Evidence | Compliance use |
|---|---:|---|
| Client | Harbor Family Trust [control gap file] | Governs client-specific IPS application. |
| Investment objective | Moderate growth [control gap file] | Suitability context; does not override express IPS limits. |
| IPS illiquid allocation maximum | **12.00%** [control gap fi..."
tonight_hard_line_162,Decision and Structuring,Trade order ticket preparation,0.875,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Concentration-Limit Order Review Ticket — VTXH Proposal, Account LH-5252**

## 1. Ticket Summary and Active Evidence

| Review field | Ticket information | Evidence / rule support |
|---|---:|---|
| Account | LH-5252 | Advisor proposal identifies account LH-5252. [household worksheet] |
| Proposed transaction | Buy Vertex Harbor, ticker VTXH | Advisor proposes buying VTXH. [household worksheet] |
| Security identifier | VTXH; CUSIP 92500V606 | VTXH CUSIP is 92500V606. [profile standard (Concentration Rule and Security Data)] |
| Proposed notional amount | $18,000 | Advisor proposes buying $18,000 of VTXH. [household worksheet] |
| Order type | Market order | Advisor proposes using a market order. [household worksheet] |
| Current account market value | $180,000 | Current account market value is $180,000. [household worksheet] |
| Existing VTXH issuer exposure | $20,500 | Existing VTXH position market value is $20,500. [household worksheet] |
| Governing concentration cap | Single issuer capped at 20.00% of account market value after proposed trades unless manager exception approval is documented | Account policy caps a single issuer at 20.00% after proposed trades unless manager..."
tonight_hard_line_231,Research and Due Diligence,Background screening,0.875,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts have active source labels next to them.,"**Adverse media recency screen — Pinecrest Data Centers**

Scope: entity-level and role-title-level adverse media recency screen only, using packet timeline as of **2026-05-30** [Synthetic screening findings]. Governing rule: media within 12 months = **Current**; older than 12 months and up to 36 months = **Historical**; Current adverse media with a pending monetary claim above **USD 1.0 million** = **High-review**; Historical items are context only and do not alone drive High-review [collateral procedure].

| Evidence | Test | Result | Action |
|---|---|---|---|
| 2026-04-30 pending customer claim for service-level penalties of **USD 2.4 million** [Synthetic screening findings] | Recency: 2026-04-30 to 2026-05-30 = within 12 months. Severity comparison: USD 2.4m > USD 1.0m threshold [collateral procedure]. | **Current; High-review.** Difference: USD 2.4m − USD 1.0m = **USD 1.4m above threshold**. Business implication: active-case trigger met by claim size and recency. | Escalate as High-review adverse media item. Pending claim alone is enough for High-review under the stated rule. |
| 2025-08-09 cybersecurity audit-delay article, **no breach allegation** [Synthetic screening find..."
tonight_hard_line_345,"Execution, Monitoring, Reporting, and Operations",Portfolio monitoring,0.875,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decision points have active source labels next to them.,"**Client Restriction Conflict Note — Matter 345, Orchard Retiree Income Account**

As of September 15, 2026, the Orchard Retiree Income Account has a cash balance of $72,500.00 [waiver checklist rule], against the client restriction to maintain at least $90,000.00 in cash for 2026 living expenses [borrower financial source]. Calculation: $72,500.00 current cash − $90,000.00 required cash = $(17,500.00) shortfall. Business implication: the account is already in an active cash-reserve breach/deficiency, and no trade should proceed unless the rebalance either cures the shortfall or is otherwise supported by documented client authorization and supervisory restriction review.

The proposed model rebalance would sell appreciated equity and realize a $24,300.00 net capital gain [waiver checklist rule]. This conflicts with the client restriction to avoid realizing more than $20,000.00 net capital gain in a calendar year without client approval [borrower financial source]. Calculation: $24,300.00 proposed gain − $20,000.00 approval threshold = $4,300.00 excess. Business implication: this is an approval-triggering exception; the sale leg must be blocked unless documented client approval is..."
tonight_hard_line_350,"Execution, Monitoring, Reporting, and Operations",Client review report,0.875,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decisions have active source labels next to them.,"**Fixed-Income Duration Watch Note — Larch Conservative Income Account**

As of June 30, 2026, the Larch Conservative Income Account core bond sleeve has a duration of 5.9 years, a bond sleeve market value of $8,400,000, and average credit quality of A [beneficial ownership worksheet]. The mandate target for core bond sleeve duration is 4.5 years, with an allowed range of 3.5 to 5.5 years; duration above 5.5 years is a Watch item, and duration above 6.0 years is an Escalate item [beneficial ownership worksheet]. The review standard requires this note to state the duration gap versus target and upper band, classify duration status, confirm credit-quality status, compare sleeve return with benchmark, and decide whether trading is required now or watch-list monitoring is sufficient [missing data note].

Duration calculation and classification: source inputs are current duration 5.9 years, target 4.5 years, and upper band 5.5 years [beneficial ownership worksheet]. Gap versus target = 5.9 years − 4.5 years = 1.4 years above target; gap versus upper band = 5.9 years − 5.5 years = 0.4 years above the permitted upper band. Business implication: the sleeve is outside the allowed duration..."
tonight_hard_line_080,Research and Due Diligence,Due diligence checklist completion,0.8571428571428571,6,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decision points have active source labels next to them.,"**Northstar Private Income Fund — Operational Due Diligence Checklist**

Assessment basis: the required ODD items are audited financials, administrator controls report, current valuation policy within 18 months, conflicts policy, side-letter log, complete cybersecurity questionnaire, and annual business continuity test [offering acknowledgment]. Permitted statuses are Complete, Policy refresh, Missing, Partial, and Annual test stale [high-risk product rule]. Ownership: ODD lead owns policies, while Operations lead owns cybersecurity and continuity evidence [offering acknowledgment].

| Requirement | Evidence used | Governing rule / trigger | Status | Final action |
|---|---|---|---|---|
| Audited fund financials | Audited fund financials received [Operational due diligence binder] | Audited financials required [offering acknowledgment] | Complete | Retain in ODD file; no gap identified on receipt evidence. |
| Administrator controls report | Administrator SOC 1 report received [Operational due diligence binder] | Administrator controls report required [offering acknowledgment] | Complete | Treat SOC 1 as the administrator controls report; retain evidence. |
| Valuation policy | Va..."
tonight_hard_line_311,Intake and Profiling,Client risk profiling,0.9166666666666666,5,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts have active source labels next to them.,"**Risk profile evidence map — Noah Singh**

- Governing basis:
  - KYC duty: know and retain essential customer facts, including servicing needs, special handling instructions, authority, and compliance facts [investment memo excerpt].
  - Evidence standard: map each conclusion to a documented field or mark Unsupported; undocumented advisor memory is not documentary support; unsupported conclusions require follow-up [committee boundary].

- Active documented fields:
  - Objective: income with capital preservation [scenario standard].
  - Risk tolerance: conservative [scenario standard].
  - Time horizon: 4 years [scenario standard].
  - Liquidity need: 30.00% within 12 months [scenario standard].
  - Income: USD 74,000 [scenario standard].
  - Liquid net worth: USD 180,000 [scenario standard].

- Calculation:
  - Source inputs: USD 180,000 liquid net worth × 30.00% liquidity need [scenario standard].
  - Result: USD 54,000 needed within 12 months.
  - Business implication: near-term liquidity constraint is supported and must control servicing/recommendation review [investment memo excerpt; committee boundary].

| Evidence | Test | Result | Action |
|---|---|---|---|
| Draft conclu..."
tonight_hard_line_046,"Execution, Monitoring, Reporting, and Operations",Remediation tracking,0.8888888888888888,5,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels.,"**Sample-Testing Remediation Update — ST-44**

Finding ST-44 remains open for remediation validation. The corrective action was a new fee-waiver approval workflow effective 2026-05-01, tested against a validation sample of 60 fee waivers from May 2026 [board action record]. The governing update standard requires the remediation update to calculate the pass rate, compare it to the defined success threshold, identify repeat or high-value exceptions, and state whether additional remediation is required [register update standard].

Calculation: compliant items 54 ÷ sample size 60 = 90.00% pass rate [board action record]. The defined remediation success threshold is at least 95.00% compliant sample and no repeat exceptions in high-value waivers [board action record]. Result: 90.00% is below 95.00%, a 5.00 percentage-point shortfall. Business implication: ST-44 does not meet the remediation success criteria and cannot be treated as cleared.

Exception assessment: 6 of 60 sampled fee waivers lacked approval evidence [board action record]. Because the original finding was that fee waiver approvals were not retained, these are repeat approval-retention exceptions. Two of the six exceptions..."
tonight_hard_line_096,Risk and Compliance Review,Suitability review,0.8888888888888888,5,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**SR-010 IPS Restriction Suitability Decision — Reject Unless Approved IPS Exception Is Documented**

Decision: SR-010 must be rejected for suitability approval at this time. The governing rule requires that a recommendation be checked against client investment policy restrictions before approval; if the IPS prohibits a security type or issuer exposure, the reviewer must reject the ticket or document an approved IPS exception [stress-capacity worksheet]. No IPS exception approval is attached [classification policy].

The client is a family foundation with capital preservation and grants funding objectives, low risk tolerance, a $250,000 grant budget over 12 months, and portfolio value of $3,200,000 [client withdrawal plan]. The IPS restriction prohibits below-investment-grade debt and tobacco-related issuers [client withdrawal plan]. The proposed purchase is a $210,000 high-yield bond fund whose mandate permits below-investment-grade bonds and has 6.00% tobacco-related issuer exposure [classification policy].

Calculation: $210,000 proposed purchase ÷ $3,200,000 portfolio value = 0.065625, or 6.56% of portfolio value [classification policy; client withdrawal plan]. Business implic..."
tonight_hard_line_133,Risk and Compliance Review,Covenant check,0.8888888888888888,5,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decisions have active source labels next to them.,"**Waiver Request Triage Memo — Pinecrest Dental**

1. **Breach determination (separate from waiver completeness).** Pinecrest Dental is subject to a **minimum DSCR covenant of 1.30x tested quarterly** [cross-default file]. June 2026 inputs are **EBITDA = $2.0 million** and **debt service = $1.7 million** [June 2026 Compliance Materials].  
   **Formula:** EBITDA ÷ debt service = $2.0 million ÷ $1.7 million = **1.176x**, rounded to **1.18x**.  
   **Comparison:** **1.18x** actual DSCR versus **1.30x** required DSCR = **0.12x covenant shortfall**.  
   **Business implication:** The June 2026 quarterly DSCR test is **not compliant**, and an active covenant breach exists [cross-default file; June 2026 Compliance Materials].

2. **Waiver-package completeness review.** The governing waiver rule requires the waiver request to include **borrower explanation, revised forecast, lender fee proposal, and lender approval signatures** [cross-default file]. The file contains an email request explaining that **two clinics opened late** and includes a **revised forecast** [June 2026 Compliance Materials]. Those items appear to support the explanation and forecast components.

3. **Missing waiver m..."
tonight_hard_line_188,Risk and Compliance Review,AML red-flag review,0.8888888888888888,5,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Material facts and decision points lack active source labels next to them.,"**CVC Wallet Evidence Map — AML-RF-012**

1. **Case scope and active trigger.** AML-RF-012 is assessed under the CVC red-flag framework and the **Wallet Evidence Rule** requiring available blockchain identifiers to be listed separately from missing technical identifiers, and requiring indirect exposure to be stated by hop count, not as a direct darknet transfer [rapid movement rule / Wallet Evidence Rule]. The active-case trigger is rapid post-fiat CVC movement: four outbound CVC transfers totaling **9.6 BTC** occurred within **24 hours of fiat deposits** [customer profile].

2. **Available blockchain and account identifiers.**
   - Destination wallet cluster: **W-77** [customer profile].
   - Transfer count and value: **4 outbound CVC transfers / 9.6 BTC total** [customer profile].
   - Timing evidence: outbound transfers occurred within **24 hours of fiat deposits**; timestamps are available for the transfers [customer profile].
   - Wallet-address evidence: wallet addresses are available in the case evidence set, but the packet does not enumerate the specific address strings [customer profile].
   - Transaction-hash evidence: transaction hashes are available in the case evidenc..."
tonight_hard_line_334,"Execution, Monitoring, Reporting, and Operations",Portfolio monitoring,0.8888888888888888,5,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Restricted Cash and Collateral Monitor — North Pier Operating Portfolio**

> “Cash posted as collateral for letters of credit is restricted and cannot be counted toward operating liquidity.” [authority evidence file]  
> “Operating liquidity minimum: $2,500,000 unrestricted cash. If unrestricted cash is below minimum, classify Liquidity breach.” [authority evidence file]

As of October 10, 2026, North Pier Operating Portfolio reports total cash of $3,100,000 and cash posted as letter-of-credit collateral of $900,000. [representative roster] The governing restriction requires that letter-of-credit collateral be excluded from operating liquidity, so the monitor reconciles total cash to unrestricted cash before testing the operating liquidity minimum. [authority evidence file; special handling note]

| Monitor item | Source inputs | Formula / comparison | Result | Business implication |
|---|---:|---:|---:|---|
| Total cash | $3,100,000 [representative roster] | Starting cash balance | $3,100,000 | Total cash cannot be used as operating liquidity without restriction review. |
| Less: restricted letter-of-credit collateral | $900,000 [representative roster] | Exclude collateral from..."
tonight_hard_line_050,Risk and Compliance Review,AML red-flag review,0.8571428571428571,5,EG2,yes,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decisions have active source labels next to them.,"**AML Investigation Close-or-Escalate Memo — AML-RF-028**

Decision: **Close with monitoring** for AML-RF-028. The original alert was for “customer activity initially flagged for unusual wires” [profile standard (Investigation Pack AML-RF-028)]. Follow-up documentation resolved the principal wire activity: an executed contract for **$126,000** with a named counterparty, an invoice matching the wire amount, a shipping receipt, and an updated customer profile showing the new counterparty [profile standard (Investigation Pack AML-RF-028)]. Under the governing AML review standard, a red flag does not automatically require a SAR; the firm should follow up and determine whether there is a reasonable and legitimate explanation for the activity [household worksheet].

Resolved issues: the principal unusual-wire concern is supported by business-purpose evidence. Reconciliation: source inputs = executed contract **$126,000**, invoice matching the wire amount, and shipping receipt [profile standard (Investigation Pack AML-RF-028)]. Formula/comparison = **$126,000 contract amount compared to $126,000 invoice/wire amount = $0 variance**. Result/business implication: the documented contract and..."
tonight_hard_line_346,Intake and Profiling,Client risk profiling,0.8333333333333334,6,"EG2,FP3",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decision points have active source labels.,"**Same-Day Profile-Change Decision Record — Owen Patel**

Client Owen Patel requested a same-day profile change on 2026-06-07 from current classification **Moderate** to **Aggressive** because “markets look attractive” [buy-in procedure (Synthetic Same-Day Change Request - Owen Patel)]. Current reviewed profile remains: reviewed 2026-02-18; objective **balanced growth**; tolerance **moderate**; liquidity need **12.00%** within 12 months [buy-in procedure (Synthetic Same-Day Change Request - Owen Patel)].

Governing control: FINRA’s know-your-customer rule requires reasonable diligence in account maintenance to know and retain essential facts concerning every customer; essential facts include those needed to service the account, follow special handling instructions, understand authority, and comply with applicable laws, regulations, and rules [failed delivery record]. Packet policy further states that a requested profile change cannot be accepted for recommendation use until updated profile facts support the requested classification [exposure calculation note].

Missing-evidence reconciliation: required updated support fields identified in the active case are income, net worth, obj..."
tonight_hard_line_159,Risk and Compliance Review,AML red-flag review,0.8,6,"EG2,FP3",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Rapid-Movement Funds Review for AML-RF-005**

> “Rapid movement exists when at least 90% of incoming funds leave within three business days and the destination or purpose is not supported by the customer profile.” [operations timestamp]

> “Generally, a broker-dealer must file a SAR for any transaction involving funds or other assets of at least $5,000 … for which the broker-dealer knows, suspects, or has reason to suspect…” [SAR Rule excerpt in available materials]

**Case identifier:** AML-RF-005.  
**Customer:** Juniper Media Group. [redemption request file]  
**Review posture:** Audit-ready operations handoff using the active rapid-movement trigger, customer-profile evidence, and AML/SAR escalation standards in the packet.

### 1. Active evidence and transaction chronology

On 2026-05-02, Juniper Media Group received $312,000.00 from an unrelated third party, with the description “loan proceeds.” [redemption request file] On 2026-05-03, $309,400.00 was wired to a newly added offshore beneficiary. [redemption request file] The outgoing transfer occurred one calendar day after the incoming receipt, which is within the three-business-day rapid-movement review window because the..."
tonight_hard_line_051,Risk and Compliance Review,Risk disclosure review,0.8333333333333334,5,"EG2,FP3",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts have active source labels next to them.,"**Risk Disclosure Plain-Language Markup for Mesa Fresh Foods LLC**

## Problems in Current Draft

The current sentence is a control-gap indicator, not cleared disclosure. It uses jargon, does not include a descriptive subcaption, omits the 82.00% concentration, omits the four-month lease timing, and does not explain how the risk affects Mesa Fresh Foods LLC or its securities.

| Evidence | Test | Result | Action |
|---|---|---|---|
| control gap file: 17 CFR 229.105 Item 105 Risk Factors | Does the draft use a subcaption and explain how the risk affects the issuer or securities? | Deficiency: no descriptive subcaption and no issuer/securities impact. | Replace with a specific subcaption and issuer-focused risk effect. |
| validation evidence | Does the draft use everyday words, short sentences, and descriptive headers? | Deficiency: “diminution,” “optionality,” and “occasion” are not plain English. | Use direct, active wording. |
| closure rule | Source input: one provider handles 82%; formatting control requires two decimals; result: 82.00%. | Material concentration is present now, not hypothetical. | Disclose the current dependence. |
| closure rule | Source input: lease expires..."
tonight_hard_line_136,Risk and Compliance Review,AML red-flag review,0.7777777777777778,5,"EG2,FP3",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Material facts and decision points lack active source labels next to where they are used.,"**PEP and Adverse-Media Escalation Brief — AML-RF-014**

**Customer / subject boundary.** Customer is **Blue Canal Holdings**. Beneficial owner **Role C** is identified only as a **close associate of a foreign public official**; the packet does **not** identify Role C as the public official or as the subject of the procurement matter [offering acknowledgment].

**PEP relationship facts.** The active PEP-relevant fact is foreign public official proximity through Role C’s close-associate status [offering acknowledgment]. Under the governing rule, PEP-related reviews must separate relationship facts from allegations and escalate to EDD when **foreign public official proximity** and **unexplained state-linked funds** are both present [[high-risk product rule]].

**Adverse-media allegations.** The adverse-media digest reports a **public procurement investigation involving the official, not Role C** [offering acknowledgment]. This is adverse contextual risk, not an allegation against the beneficial owner. AML procedures should use negative-news filters and follow up on red flags, but a red flag does not automatically require SAR filing without inquiry into whether a reasonable legitimat..."
tonight_hard_line_048,Risk and Compliance Review,Risk disclosure review,0.8461538461538461,4,"DB9,EG2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Material facts lack active source labels next to them.,"**Plain-English Risk Factor Rewrite for VectorGate Security Inc.**

**Problems in Current Draft**

1. The draft treats the risk as only possible by saying cyber incidents “may cause” harm, but a March 2026 ransomware event already stopped customer portal access for 36 hours, delayed renewals, and required emergency credits to enterprise customers ([management adjustment note]).

2. The draft does not give a descriptive subcaption. Item 105 requires risk factors to appear under subcaptions that adequately describe the risk (§ 229.105, [unit economics packet]).

3. The draft does not explain how the risk affects VectorGate or its securities. Item 105 requires a concise explanation of how each risk affects the registrant or the securities being offered (§ 229.105, [unit economics packet]).

4. The draft uses jargon and weak wording, including “Notwithstanding,” “adverse cyber incidents,” and “deleterious operational effects.” The plain-English guidance calls for everyday words, short sentences, active voice, and helpful headings ([diligence bridge rule]).

5. Word-count check: source inputs = revised risk factor text below and the 170-word task cap ([Final work-product request]); com..."
tonight_hard_line_253,Decision and Structuring,Credit memo drafting,0.8461538461538461,4,"EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Collateral Shortfall Credit Memo — Lakeshore Plastics Co.**

**Purpose / source boundary.** Lakeshore Plastics Co. requests release of a secondary lien on two molding machines to finance replacement equipment. The packet states an outstanding term loan balance of $4.8 million, current machinery appraisal value of $3.2 million, and eligible receivables of $1.1 million. [conditional hold matrix] The governing policy requires calculation of collateral coverage, dollar shortfall to 100.00% coverage, a release decision, and cure options; it also bars releases below 100.00% coverage unless substitute collateral or paydown restores coverage to at least 100.00%. [trigger policy]

| Current collateral value | Required cure amount |
|---|---|
| Machinery: $3.2 million; eligible receivables: $1.1 million; **total current collateral: $4.3 million**. Prior memo assumed $6.0 million, so the current supported value is $1.7 million lower. [conditional hold matrix] | **Minimum cure before any release: $0.5 million** = $4.8 million loan balance minus $4.3 million current collateral. [conditional hold matrix; trigger policy] If the two molding machines are released, additional cure must also cover..."
tonight_hard_line_153,Intake and Profiling,Service scope explanation,0.8333333333333334,4,"DB9,EG2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Source labels are not consistently next to all material facts and decision points.,"**Document request email — Ladera Solar Holdings Inc.**

Subject: Beneficial ownership information needed to continue intake

Hello Ladera Solar Holdings Inc. team,

Thank you for providing the incorporation certificate, W-9 signed by CFO Erin Black, office lease, operating agreement, and beneficial-owner form (source: provided intake package).

1. Current check: the beneficial-owner form lists Aurora Fund LP at 55.00% and Mateo Ortiz at 20.00% (source: provided intake package). Threshold comparison: 55.00% - 25.00% = 30.00 percentage points above the beneficial-ownership review threshold (source: CDD Rule; intake standard). Business implication: Aurora Fund LP is an entity owner above the threshold, so the intake file remains open.

2. Why the Aurora Fund LP entry is not enough at this stage: customer due diligence intake requires natural-person beneficial ownership information and a control person; an entity-name-only entry does not identify the natural person or persons behind Aurora Fund LP (source: CDD Rule; intake standard). This is an intake documentation deficiency, not a conclusion about the ownership chain.

3. Please provide an updated beneficial-owner certification or..."
tonight_hard_line_202,Intake and Profiling,Counterparty / issuer profile construction,0.8333333333333334,4,"DB9,EG2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decision points have active source labels next to them.,"**Counterparty Onboarding Profile — North Pier Metals Ltd.**

## Counterparty Intake Profile

| Field | Intake Status |
|---|---|
| Legal name | North Pier Metals Ltd. [measurability standard] |
| Requested role | Listed-options clearing counterparty. [measurability standard] |
| Legal form | Private company limited by shares. [measurability standard] |
| Jurisdiction | England and Wales. [measurability standard] |
| Registered address | 14 Dock Road, Liverpool. [measurability standard] |
| Governing KYC requirement | Member must use reasonable diligence in opening and maintaining every account to know and retain essential facts concerning every customer and the authority of each person acting on behalf of the customer. Essential facts include those required to service the account, follow special handling instructions, understand authority, and comply with applicable laws, regulations, and rules. [corrective action draft] |
| LEI status | **Blocker:** LEI not provided. The task standard requires LEI status to be identified, and a missing LEI must be marked as an onboarding blocker. [measurability standard]; [owner field note] |
| Authority of signers | Priya Shah, Treasurer, and L..."
tonight_hard_line_140,Intake and Profiling,Service scope explanation,0.8181818181818182,4,"DB9,EG2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Source labels are not consistently next to material facts and decisions.,"**Aster Grove Advisors Inc. — Client FAQ**

**1. Why do you need beneficial-owner percentages?** Beneficial-owner percentages are needed because CDD requires identifying/verifying individuals owning 25.00 percent or more and one control person [client profile update]. Reconciliation: owners listed; percentages absent [refresh rule]; comparison to 25.00 percent threshold cannot be completed; result: deficiency, request percentages.

**2. Can you use last year’s W-9?** Not as-is. Input: 2024 W-9 has old address [refresh rule]. Form W-9 certifies name/TIN/status/address [changed-circumstance notice]; policy requires current tax documentation when address or certification is stale [risk class note]. Result: deficiency; please submit updated W-9/current tax documentation.

**3. Can you tell us whether our entity classification is right for tax purposes?** We cannot tell you whether the entity classification is right for tax purposes or advise which W-9 box to check [risk class note]. Use IRS Form W-9 instructions/professional tax advice; we will record the classification you certify [changed-circumstance notice].

**4. Can you open the account while screening is pending?** Not yet appr..."
tonight_hard_line_206,"Execution, Monitoring, Reporting, and Operations",Post-investment / post-loan review,0.8181818181818182,4,"EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts have active source labels.,"**Investment Thesis Update — LumenGrid Analytics**

Scope boundary: this update uses only the “board minutes excerpt” and applies the “action item rule,” which requires separation of original thesis points, current evidence, management explanations, classification, source preservation, required decisions/exceptions, and no additional-capital recommendation.

Original thesis points: ARR of $18.0 million by Q2 2026; net revenue retention above 115.00%; and utility pilots converting to paid contracts [board minutes excerpt].

Current evidence and classifications:
- ARR — **At Risk**. Current ARR is $16.2 million versus the $18.0 million Q2 2026 thesis expectation [board minutes excerpt]. Calculation: $18.0 million plan - $16.2 million actual = **$1.8 million shortfall**; $1.8 million / $18.0 million = **10.00% below plan**. Business implication: ARR is not cleared as on-plan and requires an exception/bridge if the investment thesis is to remain characterized as intact.
- Net revenue retention — **Broken**. Original threshold was above 115.00%; current net revenue retention is 108.00% [board minutes excerpt]. Deficiency: 115.00% threshold - 108.00% actual = **7.00 percentage points be..."
